Device label,Model,Serial number,Sku number,Manufacturer,NMC Firmware version,IP Address,Location,UPS Score,Score rating,UPS from YYYY-MM,Battery from YYYY-MM,Battery Temperature (avg 24h deg C),External Battery Sku number,Internal Battery Sku number,Output Load (avg 24h in %),Load (min 30 days in %),Load (average 30 days in %),Load (max 30 days in %),Recommendation,Projected health,Projected health at optimal temperature
apc1927F8,Smart-UPS 750,AS1905243295,SMT750RM2UNC,APC,v7.1.2,10.51.34.135,RBG San Jose,45.57,Average,2019-01,2019-01,19.481403508771944,,RBC123,32.61820437313044,31.9,32.626893527461384,33.9,Replace battery,,
apc20F3C8,Smart-UPS 750,AS1915232548,SMT750RM2UNC,APC,v7.1.2,10.20.33.192,RBG Chesapeake-VA,25.56,Poor,2019-04,2019-04,24.189510489510464,,RBC123,55.85987109787048,53.3,55.97275860696413,57.2,Replace battery,,
apc223F8E,Smart-UPS 750,AS1920330006,SMT750RM2UNC,APC,v7.1.2,10.20.33.215,RBG Chesapeake-VA,,,,,28.857603686635898,,RBC123,,,,,,,
apc22BC9C,Smart-UPS 1500,AS1922240828,SMT1500RM2UNC,APC,v7.1.2,10.51.128.92,RBG West Sacramento,49.36,Average,2019-05,2019-05,18.94720279720282,,APCRBC133,93.39296455611071,90.3,93.5644626942995,100.1,Replace battery,2025-02-04,2025-02-04
apc22CCC1,Smart-UPS 1500,AS1922240791,SMT1500RM2UNC,APC,v7.1.2,10.51.34.191,RBG San Jose,48.23,Average,2019-05,2019-05,16.84225352112681,,APCRBC133,58.14508585407704,56.0,58.068516393583806,60.4,Replace battery,2024-09-15,2024-09-15
apc22CCDE,Smart-UPS 1500,AS1922240793,SMT1500RM2UNC,APC,v7.1.2,10.51.66.72,RBG San Francisco,40.41,Average,2019-05,2019-05,23.42631578947371,,APCRBC133,65.46928934892733,24.8,65.1319965958679,67.7,Replace battery,,
apc22CD15,Smart-UPS 1500,AS1922240860,SMT1500RM2UNC,APC,v7.1.2,10.20.39.46,RBG Pompano,43.86,Average,2019-05,2019-05,20.988421052631537,,APCRBC133,36.76819241340124,33.9,36.58099806652093,46.1,Replace battery,,
apc22CEAD,Smart-UPS 1500,AS1922240750,SMT1500RM2UNC,APC,v7.1.2,10.51.98.88,RBG Chico,43.0,Average,2019-05,2019-05,21.727112676056382,,APCRBC133,0.0,0.0,0.0,0.0,Replace battery,,
apc22CEC5,Smart-UPS 1500,AS1922240763,SMT1500RM2UNC,APC,v7.1.2,10.51.98.87,RBG Chico,40.17,Average,2019-05,2019-05,23.561484098939957,,APCRBC133,28.755927996474046,24.0,28.55036128588734,30.0,Replace battery,,
apc22CEC8,Smart-UPS 1500,AS1922240746,SMT1500RM2UNC,APC,v7.1.2,10.46.114.178,RBG Santa Fe Springs,43.62,Average,2019-05,2019-05,23.495104895104955,,APCRBC133,37.86553123876466,37.0,37.98151371899423,39.0,Replace battery,2025-01-17,2025-01-17
apc22CF03,Smart-UPS 1500,AS1922240792,SMT1500RM2UNC,APC,v7.1.2,10.51.64.51,RBG San Francisco,43.65,Average,2019-05,2019-05,21.191958041958102,,APCRBC133,18.695734542208225,17.6,18.479358371150557,61.1,Replace battery,,
apc2302A1,Smart-UPS 750,AS1924131711,SMT750RM2UNC,APC,v7.1.2,10.51.66.80,RBG San Francisco,47.31,Average,2019-06,2019-06,17.656140350877163,,RBC123,75.37708548306684,71.6,74.99797489517401,76.8,,,
apc232FF8,Smart-UPS 750,AS1924131701,SMT750RM2UNC,APC,v7.1.2,10.51.128.96,RBG West Sacramento,47.45,Average,2019-06,2019-06,24.034736842105335,,RBC123,58.4655927192626,57.2,57.98819107974371,61.8,,2025-03-03,2025-03-03
apc233011,Smart-UPS 750,AS1924131694,SMT750RM2UNC,APC,v7.1.2,10.51.66.73,RBG San Francisco,42.11,Average,2019-06,2019-06,24.876842105263194,,RBC123,34.157463188405885,32.6,34.67008164631276,35.8,,,
apc23301C,Smart-UPS 750,AS1924131695,SMT750RM2UNC,APC,v7.1.2,10.51.128.95,RBG West Sacramento,28.66,Poor,2019-06,2019-06,31.490526315789523,,RBC123,54.02987738197724,52.0,53.92889200387566,60.4,Lower the battery temperature to 25 degrees C,2025-01-13,2025-02-07
apc233849,Smart-UPS 750,AS1924131709,SMT750RM2UNC,APC,v7.1.2,10.46.114.64,RBG Santa Fe Springs,50.14,Average,2019-06,2019-06,20.699999999999893,,RBC123,22.129245578428485,22.1,22.11798411456655,24.0,,2025-02-10,2025-02-10
apc233865,Smart-UPS 750,AS1924131705,SMT750RM2UNC,APC,v7.1.2,10.51.66.70,RBG San Francisco,47.31,Average,2019-06,2019-06,17.63916083916079,,RBC123,58.79680812813883,57.9,59.13424715929751,61.8,,,
apc249928,Smart-UPS 1500,AS1929241931,SMT1500RM2UNC,APC,v7.1.2,10.52.66.87,RBG Bakersfield,39.0,Average,2019-07,2019-07,24.564335664335733,,APCRBC133,34.55510852425569,33.9,34.81313841389909,36.4,Lower the battery temperature to 25 degrees C,,
apc24A380,Smart-UPS 1500,AS1929241926,SMT1500RM2UNC,APC,v7.1.2,10.52.66.189,RBG Bakersfield,39.95,Average,2019-07,2019-07,24.295789473684234,,APCRBC133,26.85441481773581,25.3,27.223112667956837,29.2,Lower the battery temperature to 25 degrees C,2024-07-03,2024-07-09
apc266CC0,Smart-UPS 750,AS1936145175,SMT750RM2UNC,APC,v7.1.2,10.52.98.51,RBG Lancaster,15.55,Poor,2019-09,2019-09,33.98321167883222,,RBC123,50.082315093902224,30.6,50.69576302296967,57.9,Lower the battery temperature to 25 degrees C,,
apc267176,Smart-UPS 750,AS1936145181,SMT750RM2UNC,APC,v7.1.2,10.52.98.50,RBG Lancaster,15.87,Poor,2019-09,2019-09,33.771851851851935,,RBC123,60.55496278778598,56.0,60.26473964048883,63.8,Lower the battery temperature to 25 degrees C,,
apc267179,Smart-UPS 750,AS1936145174,SMT750RM2UNC,APC,v7.1.2,10.52.66.152,RBG Bakersfield,46.79,Average,2019-09,2019-09,21.690106007067172,,RBC123,76.7165356065879,58.6,76.45960161323838,79.3,,,
apc295E8D,Smart-UPS 750,AS1948231278,SMT750RM2UNC,APC,v7.1.2,10.52.242.161,RBG Richmond-CA,49.83,Average,2019-11,2019-11,22.766431095406393,,RBC123,45.79822838525653,44.9,45.80543530644197,47.4,,2025-01-17,2025-01-17
apc29600A,Smart-UPS 750,AS1948231305,SMT750RM2UNC,APC,v7.1.2,10.52.242.66,RBG Richmond-CA,45.72,Average,2019-11,2019-11,23.404912280701712,,RBC123,41.42447185956449,41.0,41.4050555121175,43.0,,,
apc296849,Smart-UPS 750,AS1948231393,SMT750RM2UNC,APC,v7.1.2,10.52.226.203,RBG Imperial,25.56,Poor,2019-11,2019-11,7.4428070175438545,,RBC123,18.191629043518784,15.0,18.178595504900603,18.9,,2024-08-23,2024-08-23
apc32C548,Smart-UPS 750,AS2010133195,SMT750RM2UNC,APC,v6.8.2,10.52.26.192,RBG Indianapolis,,,,,17.97272727272726,,RBC123,,,,,,,
apc32D413,Smart-UPS 750,AS2010133193,SMT750RM2UNC,APC,v6.8.2,10.52.26.94,RBG Indianapolis,,,,,18.82291666666675,,RBC123,,,,,,,
apc32E9A4,Smart-UPS 750,AS2010133157,SMT750RM2UNC,APC,v6.8.2,10.52.26.249,RBG Indianapolis,,,,,18.069198312236285,,RBC123,,,,,,,
apc32E9CD,Smart-UPS 750,AS2010133146,SMT750RM2UNC,APC,v6.8.2,10.52.26.191,RBG Indianapolis,,,,,32.42037037037043,,RBC123,,,,,,,
apc32E9D7,Smart-UPS 750,AS2010133147,SMT750RM2UNC,APC,v6.8.2,10.52.27.164,RBG Indianapolis,,,,,15.707476635513993,,RBC123,,,,,,,
apc331213,Smart-UPS SRT    1500,AS2016190974,SRT1500RMXLA-NC,APC,v7.1.2,10.52.34.235,RBG Evansville,46.83,Average,2020-04,2020-04,22.231578947368423,APCRBC155,APCRBC155,13.98001136310932,13.7,13.95868537452714,14.2,,2025-02-18,2025-02-18
apc33387A,Smart-UPS SRT    1500,AS2016190961,SRT1500RMXLA-NC,APC,v7.1.2,10.53.178.69,RBG Monterey,12.67,Poor,2020-04,2020-04,29.10600706713781,APCRBC155,APCRBC155,40.932838295307,39.8,41.00205777855766,42.7,Lower the battery temperature to 25 degrees C,,
apc366F0E,Smart-UPS 750,AS2025136680,SMT750RM2UNC,APC,v7.1.2,10.53.178.66,RBG Monterey,54.66,Average,2020-06,2020-06,22.28631578947367,,RBC123,27.29999999999999,27.3,27.301296262227766,28.7,,2025-01-16,2025-01-16
apc3D56E4,Smart-UPS SRT    1500,AS2032292980,SRT1500RMXLA-NC,APC,v7.1.2,172.16.76.16,RBG Orlando,43.51,Average,2020-08,2020-08,23.87017543859649,APCRBC155,APCRBC155,31.96467164455989,30.9,31.94154206438177,32.7,,2025-02-22,2025-02-22
apc3DA128,Smart-UPS SRT    1500,AS2032293006,SRT1500RMXLA-NC,APC,v7.1.2,172.16.76.15,RBG Orlando,42.12,Average,2020-08,2020-08,23.898245614035087,APCRBC155,APCRBC155,16.54777185253883,16.0,16.519258562538507,17.2,,2024-12-13,2024-12-13
apc3E2611,Smart-UPS 750,AS2033142978,SMT750RM2UNC,APC,v7.1.2,10.20.39.50,RBG Pompano,51.49,Average,2020-08,2020-08,21.937809187279168,,RBC123,65.5942666883223,50.8,64.94328835003526,73.4,,2024-08-22,2024-08-22
apc3E2734,Smart-UPS 750,AS2033142979,SMT750RM2UNC,APC,v7.1.2,10.20.38.117,RBG Pompano,,,,,25.0055555555555,,RBC123,,,,,,2026-03-19,2026-03-29
apc3E3C05,Smart-UPS 750,AS2033142980,SMT750RM2UNC,APC,v7.1.2,10.20.38.57,RBG Pompano,40.0,Average,2020-08,2020-08,27.63614035087713,,RBC123,54.56897614175422,51.3,54.3954578407763,57.2,Lower the battery temperature to 25 degrees C,,
apc3E3C54,Smart-UPS 750,AS2033142995,SMT750RM2UNC,APC,v7.1.2,10.20.39.52,RBG Pompano,54.47,Average,2020-08,2020-08,23.330769230769263,,RBC123,51.18361863011171,49.4,51.27786658504942,53.3,,2025-03-16,2025-03-16
apc3E66C5,Smart-UPS 750,AS2033142948,SMT750RM2UNC,APC,v7.1.2,10.20.39.70,RBG Pompano,49.55,Average,2020-08,2020-08,22.619649122807132,,RBC123,47.83106911972564,35.1,48.009794253664026,52.0,,,
apc436147,Smart-UPS 750,AS2047141612,SMT750RM2UNC,APC,v1.1.0.16,10.54.2.128,RBG Moreno Valley,58.55,Average,2020-11,2020-11,22.41573426573431,,RBC123,20.812531235108796,20.1,20.80853841531515,21.4,,2025-07-28,2025-07-28
apc4D63B8,Smart-UPS 750,3S1912X11096,SMT750C,APC,v7.1.2,10.51.98.159,RBG Chico,18.78,Poor,2019-03,2019-06,28.917132867132878,,APCRBC48,46.78316078695056,46.0,46.67883108326123,57.8,Lower the battery temperature to 25 degrees C,2024-06-19,2024-06-21
apc4E4E21,Smart-UPS SRT    1500,AS2009190668,SRT1500RMXLA-NC,APC,v7.1.2,10.52.242.165,RBG Richmond-CA,53.77,Average,2020-02,2024-04,28.0,APCRBC155,APCRBC155,44.5404372724954,43.0,44.64055449433499,46.6,Lower the battery temperature to 25 degrees C,2028-09-02,2029-12-08
apc4F07F2,Smart-UPS SRT    1500,AS1942291101,SRT1500RMXLA-NC,APC,v7.1.2,10.52.226.65,RBG Imperial,16.91,Poor,2019-10,2019-10,25.559859154929576,APCRBC155,APCRBC155,21.021744694713334,20.2,21.08875885044671,21.9,Lower the battery temperature to 25 degrees C,,
apc4F446F,Smart-UPS 3000,AS2115265939,SMT3000RM2UNC,APC,v1.3.3.1,10.47.210.163,RCCB Los Angeles,65.29,Average,2021-04,2021-04,18.3000000000001,,RBC43,18.229241562249182,18.2,18.299431366155805,18.8,,,
apc5131CA,Smart-UPS SRT    1500,AS2122393568,SRT1500RMXLA-NC,APC,v1.3.3.1,10.54.250.62,RBG Austin,58.46,Average,2021-06,2021-06,23.073943661971832,APCRBC155,APCRBC155,38.17434318840582,32.9,38.10273720893028,47.4,,2026-04-10,2026-04-10
apc513254,Smart-UPS SRT    1500,AS2122293193,SRT1500RMXLA-NC,APC,v1.3.3.1,10.54.250.57,RBG Austin,62.41,Average,2021-06,2021-06,22.04895104895105,APCRBC155,APCRBC155,26.36837400730391,25.1,26.141664824846778,27.6,,2026-06-07,2026-06-07
apc513B2C,Smart-UPS SRT    1500,AS2122393555,SRT1500RMXLA-NC,APC,v1.3.3.1,10.48.19.159,RCCB Salinas,51.72,Average,2021-06,2021-06,19.746478873239436,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,,
apc52AB1D,Smart-UPS 750,AS2128141003,SMT750RM2UNC,APC,v1.3.3.1,10.49.145.217,RH Waukegan,61.34,Average,2021-07,2021-07,25.477272727272734,,RBC123,7.10000000000002,6.5,7.0999304502114,7.1,Lower the battery temperature to 25 degrees C,2026-05-18,2026-07-23
apc54682A,Smart-UPS 750,3S2204X10257,SMT750RM2UC,APC,v7.1.2,192.168.70.154,MBCAN Calgary,73.1,Good,2022-01,2022-04,24.601766784452302,,APCRBC123,30.355278991849918,29.0,30.120323718766354,31.6,Lower the battery temperature to 25 degrees C,2027-08-01,2027-08-12
apc5808D0,Smart-UPS 2200,AS1350142462,SMT2200RM2U    0,APC,v7.1.2,10.20.100.238,RBG Summerville,45.92,Average,2013-12,2021-01,18.189860139860208,,RBC43,12.098229359925755,11.8,12.092377965585936,13.0,Replace UPS,2026-10-03,2026-10-03
apc589F8E,Smart-UPS 750,AS2135261745,SMT750RM2UNC,APC,v1.3.3.1,10.20.44.151,RBG Doral,22.99,Poor,2021-09,2021-09,33.237192982456264,,RBC123,39.66554022722001,39.0,39.69342268019889,40.9,Lower the battery temperature to 25 degrees C,,
apc59A543,Smart-UPS 750,AS2135261782,SMT750RM2UNC,APC,v1.3.3.1,10.57.194.153,RBG San Diego,71.25,Good,2021-09,2021-09,22.238111888111884,,RBC123,82.93226674710533,81.2,82.8651432460095,84.5,,2027-05-06,2027-05-06
apc59BA98,Smart-UPS 750,AS2135261789,SMT750RM2UNC,APC,v1.3.3.1,10.57.194.129,RBG San Diego,69.29,Good,2021-09,2021-09,24.066666666666787,,RBC123,71.68786659865995,70.2,71.3803587120255,72.8,,2027-06-02,2027-06-02
apc59BAB2,Smart-UPS 750,AS2135261784,SMT750RM2UNC,APC,v1.3.3.1,10.57.202.57,RBG San Diego,66.47,Good,2021-09,2021-09,25.51403508771928,,RBC123,70.47183614770823,68.9,70.4186252482863,71.5,Lower the battery temperature to 25 degrees C,2027-03-25,2027-03-30
apc59BABF,Smart-UPS 750,AS2135261780,SMT750RM2UNC,APC,v1.3.3.1,10.57.194.146,RBG San Diego,70.31,Good,2021-09,2021-09,23.287017543859765,,RBC123,71.2613374549918,70.2,71.18994603229446,72.1,,2027-05-28,2027-05-28
apc59BAC1,Smart-UPS 750,AS2135261788,SMT750RM2UNC,APC,v1.3.3.1,10.57.202.151,RBG San Diego,65.64,Average,2021-09,2021-09,24.090526315789596,,RBC123,85.61573838098352,83.8,85.54584387786966,87.1,,2026-06-16,2026-06-16
apc59BAC6,Smart-UPS 750,AS2135261786,SMT750RM2UNC,APC,v1.3.3.1,10.57.194.121,RBG San Diego,78.01,Good,2021-09,2023-02,23.540350877193102,,RBC123,50.38607534739136,49.4,50.42255704268591,51.3,,2028-09-14,2028-09-14
apc59D9B1,Smart-UPS SRT    1500,AS2203394751,SRT1500RMXLA-NC,APC,v1.3.3.1,10.56.202.152,RBG Kissimmee,69.47,Good,2022-01,2022-01,21.471830985915492,APCRBC155,APCRBC155,24.031738394472022,23.5,23.97506710359028,24.7,,2027-03-20,2027-03-20
apc5DF529,Smart-UPS SRT    1500,AS2147191323,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.202.247,RBG San Diego,56.94,Average,2021-11,2021-11,25.0,APCRBC155,APCRBC155,32.25796126638062,31.0,31.982931916010212,33.4,,2027-08-02,2027-08-02
apc5DF558,Smart-UPS SRT    1500,AS2147191321,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.202.157,RBG San Diego,54.0,Average,2021-11,2021-11,25.0,APCRBC155,APCRBC155,39.0963628772239,38.0,39.02292717046232,40.3,,2026-08-01,2026-08-01
apc5DF563,Smart-UPS SRT    1500,AS2147191325,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.194.59,RBG San Diego,70.47,Good,2021-11,2021-11,19.957894736842107,APCRBC155,APCRBC155,37.983457861518474,37.2,37.95155210184603,39.2,,2026-06-13,2026-06-13
apc64CB90,Smart-UPS SRT    1500,AS2126292186,SRT1500XLA,APC,v1.5.1.1,10.54.27.242,RBG Orion,67.97,Good,2021-07,2021-07,20.825174825174827,APCRBC155,APCRBC155,35.851115258874536,32.3,35.73175992333365,38.7,,2027-02-24,2027-02-24
apc64CD5B,Smart-UPS SRT    1500,AS2126291548,SRT1500XLA,APC,v1.5.1.1,10.54.27.118,RBG Orion,,,,,20.936936936936938,APCRBC155,APCRBC155,,,,,,2027-02-12,2027-02-12
apc65114A,Smart-UPS 750,3S2205X12358,SMT750RM2UC,APC,v1.5.1.1,10.54.250.168,RBG Austin,56.02,Average,2022-02,2022-05,28.784615384615414,,APCRBC123,11.095844167851244,10.8,12.124900030759564,13.2,Lower the battery temperature to 25 degrees C,2025-07-07,2025-12-16
apc6511A0,Smart-UPS 750,3S2227X16481,SMT750RM2UC,APC,v1.5.1.1,10.54.250.147,RBG Austin,75.71,Good,2022-07,2022-10,24.82692307692304,,APCRBC123,37.57276215871546,37.0,37.46629009371668,38.7,Lower the battery temperature to 25 degrees C,2026-10-04,2026-11-20
apc6511B9,Smart-UPS 750,3S2205X12351,SMT750RM2UC,APC,v1.5.1.1,10.54.250.51,RBG Austin,70.39,Good,2022-02,2022-05,25.11333333333338,,APCRBC123,24.51110711759866,23.9,24.46792055524027,25.1,Lower the battery temperature to 25 degrees C,2026-07-21,2026-07-30
apc6511BC,Smart-UPS 750,3S2227X16552,SMT750RM2UC,APC,v1.5.1.1,10.54.178.242,RBG Nashville 301,67.6,Good,2022-07,2022-10,28.36561403508772,,APCRBC123,14.016351092816983,13.9,14.025532522473942,14.8,Lower the battery temperature to 25 degrees C,2026-12-23,2027-11-04
apc6511C4,Smart-UPS 750,3S2227X16483,SMT750RM2UC,APC,v1.5.1.1,10.54.250.61,RBG Austin,73.28,Good,2022-07,2022-10,26.04999999999997,,APCRBC123,83.55279033641693,76.0,83.64225958043849,84.8,Lower the battery temperature to 25 degrees C,2026-04-05,2026-06-11
apc65332C,Smart-UPS 750,3S2205X12359,SMT750RM2UC,APC,v2.0.0.6,10.54.250.108,RBG Austin,48.15,Average,2022-02,2022-05,31.092334494773546,,APCRBC123,71.10809181544168,70.1,71.72591657269778,75.0,Lower the battery temperature to 25 degrees C,2025-02-26,2025-06-25
apc6B7F75,Smart-UPS 750,3S2150X13996,SMT750RM2UC,APC,v2.0.0.6,10.56.42.244,RBG Kona,42.26,Average,2021-12,2022-03,31.44545454545453,,APCRBC123,28.711933735079874,28.4,28.706765292726093,29.3,Lower the battery temperature to 25 degrees C,2025-01-07,2025-06-07
apc6B7FBD,Smart-UPS 750,3S2228X10010,SMT750RM2UC,APC,v2.0.0.6,10.54.250.172,RBG Austin,67.3,Good,2022-07,2022-10,28.27859649122809,,APCRBC123,22.030285184326466,21.3,28.83738219057675,41.4,Lower the battery temperature to 25 degrees C,2026-06-11,2027-01-11
apc6F61C5,Smart-UPS 2200,AS2216265960,SMT2200RM2UNC,APC,v2.0.0.6,10.47.138.254,,65.43,Average,2022-04,2023-06,24.37491166077738,,RBC43,23.59894038813796,23.4,23.556935953611703,24.8,,,
apc6FCEDF,Smart-UPS SRT    1500,AS2218291982,SRT1500RMXLA-NC,APC,v2.0.0.6,10.54.194.146,RBG Jackson,71.03,Good,2022-05,2022-05,22.919298245614034,APCRBC155,APCRBC155,25.709809400143754,25.2,25.656812286979445,26.3,,2027-12-21,2027-12-21
apc6FCF0D,Smart-UPS SRT    1500,AS2218291861,SRT1500RMXLA-NC,APC,v2.0.0.6,10.56.10.58,RBG Kauai,27.81,Poor,2022-05,2022-05,34.5387323943662,APCRBC155,APCRBC155,6.705948115402514,6.2,6.642532057859696,6.9,Lower the battery temperature to 25 degrees C,,
apc6FE9FB,Smart-UPS SRT    1500,AS2218291860,SRT1500RMXLA-NC,APC,v2.0.0.6,10.56.10.144,RBG Kauai,27.36,Poor,2022-05,2022-05,38.540636042402824,APCRBC155,APCRBC155,6.346617570310236,6.0,6.324639692277648,6.9,Lower the battery temperature to 25 degrees C,,
apc700102,Smart-UPS SRT    1500,AS2218291981,SRT1500RMXLA-NC,APC,v2.0.0.6,10.54.170.59,RBG Nashville 245,77.35,Good,2022-05,2022-05,20.716783216783217,APCRBC155,APCRBC155,42.96897135371383,42.0,42.945331350151704,44.2,,2028-01-09,2028-01-09
apc700126,Smart-UPS SRT    1500,AS2218291979,SRT1500RMXLA-NC,APC,v2.0.0.6,10.54.170.146,RBG Nashville 245,78.79,Good,2022-05,2022-05,19.776223776223777,APCRBC155,APCRBC155,24.65241657746545,22.9,24.556423205246976,25.2,,2028-01-09,2028-01-09
apc71B0E8,Smart-UPS SRT    1500,AS2226193012,SRT1500RMXLA-NC,APC,v2.0.0.6,10.46.26.156,MBCAN Mississauga,47.11,Average,2022-06,2022-06,26.775438596491227,APCRBC155,APCRBC155,34.19617293111046,30.6,33.968067230138026,38.9,Lower the battery temperature to 25 degrees C,2025-05-14,2025-08-23
apc71B130,Smart-UPS SRT    1500,AS2226193002,SRT1500RMXLA-NC,APC,v2.0.0.6,10.46.26.251,MBCAN Mississauga,61.47,Average,2022-06,2022-06,25.11578947368421,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,Lower the battery temperature to 25 degrees C,2027-03-26,2027-11-05
apc74881F,Smart-UPS SRT    1500,AS2235191883,SRT1500RMXLA-NC,APC,v2.0.0.6,10.47.32.24,RCCB Benicia,73.53,Good,2022-08,2022-08,23.0,APCRBC155,APCRBC155,61.21816642505071,60.2,61.22031671906189,62.3,,,
apc7488E4,Smart-UPS SRT    1500,AS2234293709,SRT1500RMXLA-NC,APC,v2.0.0.6,10.56.26.58,RBG Hilo,62.7,Average,2022-08,2022-08,25.0,APCRBC155,APCRBC155,21.318344944302122,18.4,21.333542113701238,29.4,,2027-04-26,2027-04-26
apc7488E7,Smart-UPS SRT    1500,AS2234293713,SRT1500RMXLA-NC,APC,v2.0.0.6,10.56.42.56,RBG Kona,72.21,Good,2022-08,2022-08,23.09122807017544,APCRBC155,APCRBC155,15.71664792422643,10.9,15.804380559408035,24.0,,2028-03-11,2028-03-11
apc7488FD,Smart-UPS SRT    1500,AS2234293707,SRT1500RMXLA-NC,APC,v2.0.0.6,10.56.42.59,RBG Kona,68.96,Good,2022-08,2022-08,22.288732394366196,APCRBC155,APCRBC155,5.370271962161786,5.1,5.374696160563601,5.7,,2026-02-06,2026-02-06
apc75A8B4,Smart-UPS X 3000,AS2240154599,SMX3000LVNC,APC,v2.0.0.6,172.16.232.123,RH Rosemont 8th Floor,59.05,Average,2022-10,2022-10,28.216491228070204,APCRBC143,APCRBC143,13.739808943042325,13.3,13.697575258041104,14.4,Lower the battery temperature to 25 degrees C,2027-06-13,2028-01-29
apc75B601,Smart-UPS X 3000,AS2240154601,SMX3000LVNC,APC,v2.0.0.6,172.16.233.130,RH Rosemont 9th Floor,32.03,Poor,2022-10,2022-10,29.02972027972028,APCRBC143,APCRBC143,21.752827651756647,20.7,21.451639078835914,23.0,Lower the battery temperature to 25 degrees C,2026-05-06,2027-06-24
apc75C84F,Smart-UPS X 3000,AS2240154600,SMX3000LVNC,APC,v2.0.0.6,172.16.233.145,RH Rosemont 9th Floor,64.4,Average,2022-10,2022-11,26.38807017543861,APCRBC143,APCRBC143,16.852197502811364,14.6,16.922287658248862,17.6,Lower the battery temperature to 25 degrees C,2027-03-05,2028-01-17
apc7A48AC,Smart-UPS 750,3S2321X17243,SMT750RM2UC,APC,v2.0.0.6,192.168.40.136,MBCAN Montreal,75.58,Good,2023-05,2023-08,28.831118881118858,,APCRBC123,41.033047379464634,40.3,41.01934280957917,41.6,Lower the battery temperature to 25 degrees C,2027-02-18,2028-07-15
apc7FE376,Smart-UPS 1500,AS2307154000,SMT1500RM2UCNC,APC,v2.0.0.6,10.49.216.116,RH West Palm Beach,64.92,Average,2023-02,2023-05,31.00140350877205,,APCRBC133,27.800976096079385,27.2,27.635073476220324,29.1,Lower the battery temperature to 25 degrees C,2028-06-29,2028-07-18
apc853F9E,Smart-UPS 2200,AS1430142077,SMT2200RM2U,APC,v6.0.6,172.16.67.96,RBG San Bernardino,,,,,27.83578947368424,00:00:00:00,RBC43,,,,,,,
apc854FE1,Smart-UPS 2200,AS1430142069,SMT2200RM2U,APC,v7.1.2,10.46.112.110,RBG Santa Fe Springs,5.09,Poor,2014-07,2014-07,31.20563380281699,,RBC43,17.886910642640135,17.6,18.107110111775217,20.9,"Replace battery, Lower the battery temperature to 25 degrees C",,
apc867509,Smart-UPS 750,AS2322133617,SMT750RM2UCNC,APC,v2.0.0.6,10.27.76.180,RBG Chantilly,86.03,Good,2023-06,2024-02,26.524125874125854,,APCRBC123,31.09968235566887,30.8,31.17125771989576,32.9,Lower the battery temperature to 25 degrees C,2028-08-20,2029-05-31
apc86754D,Smart-UPS 750,AS2322133678,SMT750RM2UCNC,APC,v2.0.0.6,172.16.30.153,RBG Chantilly,82.22,Good,2023-06,2023-09,26.837543859649124,,APCRBC123,68.49984349277749,66.4,68.35132433286758,70.0,Lower the battery temperature to 25 degrees C,2028-01-12,2028-09-03
apc8AA3EA,Smart-UPS 2200,AS2340144619,SMT2200RM2UNC,APC,v2.0.0.6,10.45.26.147,RBG Frederick,92.66,Good,2023-10,2024-05,18.84385964912277,,RBC43,17.392179185457397,4.0,7.53424232878763,18.2,,,
apc8AA65A,Smart-UPS 1500,AS2341231526,SMT1500RM2UCNC,APC,v2.0.0.6,10.45.26.146,RBG Frederick,67.03,Good,2023-10,2024-01,31.902807017543832,,APCRBC133,24.957587877944725,22.0,23.812017138193706,25.7,Lower the battery temperature to 25 degrees C,,
apc9A3660,Smart-UPS 1500,AS1412134068,SMT1500RM2U,APC,v7.1.2,192.168.70.220,MBCAN Calgary,36.62,Average,2014-03,2014-03,15.554736842105216,,APCRBC133,19.44096516859143,17.6,19.43301058971012,20.1,"Replace UPS, Replace battery",,
apcB60E3A,Smart-UPS 2200,AS1346243781,SMT2200RM2U,APC,v7.1.2,192.168.50.116,MBCAN Vancouver,,,,,24.21554404145078,,RBC43,,,,,,2028-02-15,2028-02-28
apcB60EBC,Smart-UPS 2200,AS1351140727,SMT2200RM2U,APC,v6.0.6,192.168.50.110,MBCAN Vancouver,,,,,22.97894736842112,00:00:00:00,RBC43,,,,,,2026-10-11,2026-10-11
apcB6D5C5,Smart-UPS 2200,AS1348244025,SMT2200RM2U,APC,v6.0.6,192.168.60.152,MBCAN Moncton,,,,,19.31308411214944,00:00:00:00,RBC43,,,,,,2028-04-15,2028-04-15
apcB6D7A6,Smart-UPS 2200,AS1346243783,SMT2200RM2U,APC,v6.0.6,192.168.40.126,MBCAN Montreal,32.41,Poor,2013-11,2013-11,18.52007042253531,00:00:00:00,RBC43,0.0,0.0,0.0,0.0,"Replace UPS, Replace battery",,
apcB6D7A7,Smart-UPS 2200,AS1348244033,SMT2200RM2U,APC,v6.0.6,10.20.128.156,MBCAN Brampton,31.37,Poor,2013-11,2013-11,19.029473684210608,00:00:00:00,RBC43,15.575523065872693,14.9,15.487376817832368,16.9,"Replace UPS, Replace battery",,
